County,Date,average_percent_change_from_baseline,New Cases
Brevard County,44166,-13.833333333333334,206
Brevard County,44167,-15.666666666666666,255
Brevard County,44168,-12.666666666666666,162
Brevard County,44169,-13.833333333333334,155
Brevard County,44170,-10.833333333333334,97
Brevard County,44171,-11.666666666666666,93
Brevard County,44172,-19.0,101
Brevard County,44173,-14.333333333333334,201
Brevard County,44174,-15.166666666666666,162
Brevard County,44175,-9.5,204
Brevard County,44176,-14.0,187
Brevard County,44177,-13.333333333333334,96
Brevard County,44178,-10.666666666666666,161
Brevard County,44179,-14.0,190
Brevard County,44180,-10.5,218
Brevard County,44181,-13.0,208
Brevard County,44182,-10.666666666666666,219
Brevard County,44183,-14.5,179
Brevard County,44184,-10.333333333333334,114
Brevard County,44185,-10.833333333333334,153
Brevard County,44186,-9.333333333333334,181
Brevard County,44187,-6.0,189
Brevard County,44188,-2.8333333333333335,255
Brevard County,44189,-10.0,195
Brevard County,44190,-51.5,64
Brevard County,44191,-23.333333333333332,93
Brevard County,44192,-14.833333333333334,210
Brevard County,44193,-12.166666666666666,169
Brevard County,44194,-7.5,257
Brevard County,44195,-7.833333333333333,252
Brevard County,44196,-5.166666666666667,294
Brevard County,44197,-24.333333333333332,214
Brevard County,44198,-13.333333333333334,101
Brevard County,44199,-15.0,396
Brevard County,44200,-13.333333333333334,325
Brevard County,44201,-11.0,309
Brevard County,44202,-13.833333333333334,433
Brevard County,44203,-11.666666666666666,416
Brevard County,44204,-15.0,312
Broward County,43897,1.3333333333333333,2
Broward County,43899,-0.6666666666666666,1
Broward County,43900,1.3333333333333333,1
Broward County,43902,3.1666666666666665,3
Broward County,43903,3.6666666666666665,5
Broward County,43904,-2.6666666666666665,13
Broward County,43905,-3.5,16
Broward County,43906,-5.166666666666667,6
Broward County,43907,-7.666666666666667,8
Broward County,43908,-14.166666666666666,27
Broward County,43909,-17.166666666666668,14
Broward County,43910,-17.5,32
Broward County,43911,-26.833333333333332,38
Broward County,43912,-30.666666666666668,70
Broward County,43913,-28.333333333333332,43
Broward County,43914,-29.5,42
Broward County,43915,-31.333333333333332,124
Broward County,43916,-32.0,83
Broward County,43917,-32.5,101
Broward County,43918,-37.5,147
Broward County,43919,-40.0,190
Broward County,43920,-35.166666666666664,163
Broward County,43921,-33.833333333333336,86
Broward County,43922,-34.0,120
Broward County,43923,-33.666666666666664,163
Broward County,43924,-34.0,113
Broward County,43925,-39.833333333333336,179
Broward County,43926,-43.166666666666664,106
Broward County,43927,-38.0,190
Broward County,43928,-36.5,151
Broward County,43929,-37.166666666666664,136
Broward County,43930,-37.166666666666664,127
Broward County,43931,-36.5,219
Broward County,43932,-40.333333333333336,124
Broward County,43933,-49.0,109
Broward County,43934,-37.666666666666664,224
Broward County,43935,-36.833333333333336,73
Broward County,43936,-35.666666666666664,120
Broward County,43937,-36.333333333333336,185
Broward County,43938,-35.166666666666664,151
Broward County,43939,-38.666666666666664,142
Broward County,43940,-40.0,132
Broward County,43941,-36.333333333333336,121
Broward County,43942,-35.0,106
Broward County,43943,-35.0,114
Broward County,43944,-35.0,219
Broward County,43945,-35.166666666666664,98
Broward County,43946,-38.333333333333336,103
Broward County,43947,-43.166666666666664,53
Broward County,43948,-33.833333333333336,52
Broward County,43949,-33.833333333333336,44
Broward County,43950,-32.833333333333336,65
Broward County,43951,-35.166666666666664,189
Broward County,43952,-28.833333333333332,110
Broward County,43953,-32.333333333333336,62
Broward County,43954,-33.833333333333336,66
Broward County,43955,-31.0,102
Broward County,43956,-29.166666666666668,64
Broward County,43957,-30.5,82
Broward County,43958,-29.166666666666668,48
Broward County,43959,-26.666666666666668,55
Broward County,43960,-28.5,90
Broward County,43961,-38.166666666666664,21
Broward County,43962,-30.5,69
Broward County,43963,-28.5,59
Broward County,43964,-29.0,53
Broward County,43965,-31.5,71
Broward County,43966,-36.166666666666664,41
Broward County,43967,-32.0,85
Broward County,43968,-32.5,87
Broward County,43969,-33.5,47
Broward County,43970,-27.333333333333332,46
Broward County,43971,-28.166666666666668,95
Broward County,43972,-29.0,64
Broward County,43973,-24.833333333333332,72
Broward County,43974,-27.666666666666668,41
Broward County,43975,-39.333333333333336,77
Broward County,43976,-43.166666666666664,39
Broward County,43977,-30.0,35
Broward County,43978,-26.5,40
Broward County,43979,-23.666666666666668,104
Broward County,43980,-23.166666666666668,81
Broward County,43981,-23.833333333333332,69
Broward County,43982,-24.333333333333332,73
Broward County,43983,-23.666666666666668,51
Broward County,43984,-24.5,85
Broward County,43985,-28.0,104
Broward County,43986,-27.333333333333332,107
Broward County,43987,-24.0,95
Broward County,43988,-24.5,144
Broward County,43989,-24.0,115
Broward County,43990,-23.5,141
Broward County,43991,-20.666666666666668,116
Broward County,43992,-22.333333333333332,153
Broward County,43993,-21.166666666666668,227
Broward County,43994,-20.166666666666668,242
Broward County,43995,-21.166666666666668,113
Broward County,43996,-23.833333333333332,127
Broward County,43997,-25.166666666666668,421
Broward County,43998,-19.0,285
Broward County,43999,-23.0,281
Broward County,44000,-26.5,273
Broward County,44001,-22.666666666666668,342
Broward County,44002,-20.833333333333332,508
Broward County,44003,-22.5,134
Broward County,44004,-22.666666666666668,467
Broward County,44005,-20.666666666666668,450
Broward County,44006,-21.333333333333332,377
Broward County,44007,-21.0,728
Broward County,44008,-20.5,701
Broward County,44009,-22.666666666666668,557
Broward County,44010,-22.666666666666668,442
Broward County,44011,-23.0,599
Broward County,44012,-20.5,533
Broward County,44013,-21.833333333333332,946
Broward County,44014,-19.666666666666668,1095
Broward County,44015,-21.833333333333332,1338
Broward County,44016,-32.5,1629
Broward County,44017,-31.666666666666668,626
Broward County,44018,-24.0,744
Broward County,44019,-21.333333333333332,1172
Broward County,44020,-22.333333333333332,1313
Broward County,44021,-21.833333333333332,1586
Broward County,44022,-22.833333333333332,1538
Broward County,44023,-26.666666666666668,1761
Broward County,44024,-24.333333333333332,1412
Broward County,44025,-23.333333333333332,1331
Broward County,44026,-23.5,1312
Broward County,44027,-23.333333333333332,1414
Broward County,44028,-22.166666666666668,1317
Broward County,44029,-25.5,1221
Broward County,44030,-29.666666666666668,1148
Broward County,44031,-23.666666666666668,1687
Broward County,44032,-25.0,1580
Broward County,44033,-24.166666666666668,1153
Broward County,44034,-28.833333333333332,1249
Broward County,44035,-27.333333333333332,1557
Broward County,44036,-22.5,1566
Broward County,44037,-24.333333333333332,1149
Broward County,44038,-23.833333333333332,1410
Broward County,44039,-24.333333333333332,879
Broward County,44040,-23.166666666666668,1308
Broward County,44041,-22.666666666666668,1355
Broward County,44042,-22.0,1077
Broward County,44043,-18.833333333333332,1338
Broward County,44044,-33.166666666666664,1171
Broward County,44045,-36.5,566
Broward County,44046,-28.666666666666668,437
Broward County,44047,-24.333333333333332,426
Broward County,44048,-25.5,727
Broward County,44049,-24.5,687
Broward County,44050,-21.666666666666668,882
Broward County,44051,-23.333333333333332,683
Broward County,44052,-23.166666666666668,656
Broward County,44053,-24.166666666666668,710
Broward County,44054,-23.166666666666668,514
Broward County,44055,-25.666666666666668,682
Broward County,44056,-23.5,643
Broward County,44057,-22.333333333333332,655
Broward County,44058,-25.666666666666668,461
Broward County,44059,-22.833333333333332,386
Broward County,44060,-26.166666666666668,411
Broward County,44061,-22.5,360
Broward County,44062,-28.166666666666668,528
Broward County,44063,-26.5,496
Broward County,44064,-23.0,383
Broward County,44065,-24.0,252
Broward County,44066,-24.666666666666668,216
Broward County,44067,-27.666666666666668,199
Broward County,44068,-24.666666666666668,311
Broward County,44069,-25.0,282
Broward County,44070,-24.833333333333332,380
Broward County,44071,-23.0,264
Broward County,44072,-24.0,191
Broward County,44073,-25.166666666666668,180
Broward County,44074,-27.5,1074
Broward County,44075,-23.0,159
Broward County,44076,-24.333333333333332,261
Broward County,44077,-23.333333333333332,249
Broward County,44078,-22.5,224
Broward County,44079,-24.666666666666668,180
Broward County,44080,-25.666666666666668,132
Broward County,44081,-28.666666666666668,155
Broward County,44082,-27.333333333333332,156
Broward County,44083,-27.0,170
Broward County,44084,-25.833333333333332,198
Broward County,44085,-23.333333333333332,187
Broward County,44086,-31.833333333333332,159
Broward County,44087,-26.166666666666668,116
Broward County,44088,-24.5,181
Broward County,44089,-23.333333333333332,154
Broward County,44090,-24.5,220
Broward County,44091,-24.333333333333332,226
Broward County,44092,-23.333333333333332,231
Broward County,44093,-23.666666666666668,190
Broward County,44094,-24.5,125
Broward County,44095,-31.5,154
Broward County,44096,-23.833333333333332,213
Broward County,44097,-24.833333333333332,188
Broward County,44098,-27.833333333333332,187
Broward County,44099,-26.166666666666668,189
Broward County,44100,-25.166666666666668,156
Broward County,44101,-23.5,29
Broward County,44102,-25.833333333333332,240
Broward County,44103,-24.833333333333332,92
Broward County,44104,-27.166666666666668,222
Broward County,44105,-27.0,222
Broward County,44106,-27.0,143
Broward County,44107,-27.166666666666668,171
Broward County,44108,-24.5,77
Broward County,44109,-24.5,145
Broward County,44110,-24.666666666666668,228
Broward County,44111,-24.5,248
Broward County,44112,-22.833333333333332,185
Broward County,44113,-22.333333333333332,139
Broward County,44114,-24.666666666666668,379
Broward County,44115,-23.833333333333332,107
Broward County,44116,-25.0,180
Broward County,44117,-22.333333333333332,267
Broward County,44118,-22.333333333333332,226
Broward County,44119,-23.333333333333332,349
Broward County,44120,-27.833333333333332,374
Broward County,44121,-21.5,279
Broward County,44122,-22.0,187
Broward County,44123,-25.666666666666668,260
Broward County,44124,-26.333333333333332,175
Broward County,44125,-31.666666666666668,548
Broward County,44126,-23.833333333333332,456
Broward County,44127,-21.166666666666668,466
Broward County,44128,-23.666666666666668,289
Broward County,44129,-29.5,501
Broward County,44130,-22.0,393
Broward County,44131,-21.0,639
Broward County,44132,-21.666666666666668,475
Broward County,44133,-21.333333333333332,624
Broward County,44134,-20.666666666666668,161
Broward County,44135,-26.0,882
Broward County,44136,-20.666666666666668,311
Broward County,44137,-22.833333333333332,501
Broward County,44138,-19.833333333333332,427
Broward County,44139,-25.333333333333332,795
Broward County,44140,-27.166666666666668,571
Broward County,44141,-23.833333333333332,412
Broward County,44142,-29.0,800
Broward County,44143,-40.0,451
Broward County,44144,-36.166666666666664,259
Broward County,44145,-26.0,455
Broward County,44146,-25.833333333333332,508
Broward County,44147,-26.5,855
Broward County,44148,-21.833333333333332,359
Broward County,44149,-24.0,1421
Broward County,44150,-21.0,438
Broward County,44151,-22.666666666666668,955
Broward County,44152,-23.166666666666668,781
Broward County,44153,-22.666666666666668,915
Broward County,44154,-22.833333333333332,949
Broward County,44155,-21.5,985
Broward County,44156,-19.833333333333332,778
Broward County,44157,-22.333333333333332,692
Broward County,44158,-19.833333333333332,876
Broward County,44159,-17.5,794
Broward County,44160,-15.833333333333334,1074
Broward County,44161,-42.5,547
Broward County,44162,-28.333333333333332,812
Broward County,44163,-25.0,823
Broward County,44164,-21.833333333333332,812
Broward County,44165,-23.833333333333332,833
Broward County,44166,-20.5,1028
Broward County,44167,-22.5,1142
Broward County,44168,-21.666666666666668,1114
Broward County,44169,-21.5,1098
Broward County,44170,-21.0,893
Broward County,44171,-20.666666666666668,798
Broward County,44172,-24.166666666666668,830
Broward County,44173,-22.5,1013
Broward County,44174,-23.666666666666668,1109
Broward County,44175,-22.5,965
Broward County,44176,-22.666666666666668,936
Broward County,44177,-21.5,736
Broward County,44178,-18.666666666666668,669
Broward County,44179,-21.5,681
Broward County,44180,-20.166666666666668,1355
Broward County,44181,-20.833333333333332,1096
Broward County,44182,-20.833333333333332,1376
Broward County,44183,-18.833333333333332,1059
Broward County,44184,-17.833333333333332,853
Broward County,44185,-16.5,906
Broward County,44186,-17.833333333333332,811
Broward County,44187,-14.833333333333334,932
Broward County,44188,-12.833333333333334,1087
Broward County,44189,-18.333333333333332,788
Broward County,44190,-48.5,395
Broward County,44191,-26.666666666666668,730
Broward County,44192,-21.666666666666668,599
Broward County,44193,-20.333333333333332,1101
Broward County,44194,-18.0,1446
Broward County,44195,-18.166666666666668,1587
Broward County,44196,-17.166666666666668,1839
Broward County,44197,-33.166666666666664,606
Broward County,44198,-21.833333333333332,920
Broward County,44199,-19.333333333333332,1003
Broward County,44200,-20.833333333333332,1211
Broward County,44201,-19.666666666666668,1389
Broward County,44202,-23.0,1613
Broward County,44203,-23.0,1746
Broward County,44204,-21.666666666666668,1268
Charlotte County,43899,6.666666666666667,1
Charlotte County,43910,-5.333333333333333,1
Charlotte County,43912,-18.5,1
Charlotte County,43916,-21.0,1
Charlotte County,43917,-23.333333333333332,4
Charlotte County,43918,-28.0,8
Charlotte County,43919,-28.666666666666668,1
Charlotte County,43920,-23.666666666666668,4
Charlotte County,43921,-25.0,3
Charlotte County,43922,-21.0,7
Charlotte County,43923,-20.166666666666668,6
Charlotte County,43924,-30.333333333333332,4
Charlotte County,43925,-36.166666666666664,4
Charlotte County,43926,-39.833333333333336,8
Charlotte County,43927,-32.5,9
Charlotte County,43928,-28.333333333333332,14
Charlotte County,43929,-29.0,4
Charlotte County,43930,-29.833333333333332,5
Charlotte County,43931,-31.5,21
Charlotte County,43932,-31.5,5
Charlotte County,43933,-45.0,2
Charlotte County,43934,-29.833333333333332,6
Charlotte County,43935,-29.0,3
Charlotte County,43936,-26.0,1
Charlotte County,43937,-29.166666666666668,3
Charlotte County,43938,-28.166666666666668,7
Charlotte County,43939,-32.166666666666664,3
Charlotte County,43940,-27.666666666666668,1
Charlotte County,43941,-30.5,3
Charlotte County,43942,-24.0,1
Charlotte County,43943,-24.666666666666668,18
